tm,ZP,CMD,XJ,ML,SP,GC,MT,DX,LY,MTG,HNC,HJ,LCK,LS,OBS
2027/1/15 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.7094
2027/1/15 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.2749
2027/1/15 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0074
2027/1/15 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.9002
2027/1/15 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.9468
2027/1/15 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.1412
2027/1/16 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.4774
2027/1/16 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.9498
2027/1/16 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.553
2027/1/16 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.2818
2027/1/16 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1312
2027/1/16 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.09647
2027/1/16 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.17301
2027/1/16 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.35643
2027/1/16 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.64254
2027/1/16 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0273
2027/1/16 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.50685
2027/1/16 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.07745
2027/1/16 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.73557
2027/1/16 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.47778
2027/1/16 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.30079
2027/1/16 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.20148
2027/1/16 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.17681
2027/1/16 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.2239
2027/1/16 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.33996
2027/1/16 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.52232
2027/1/16 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.76843
2027/1/16 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.07583
2027/1/16 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.44216
2027/1/16 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.86516
2027/1/17 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.34264
2027/1/17 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.87253
2027/1/17 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.45283
2027/1/17 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0816
2027/1/17 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.757
2027/1/17 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.47726
2027/1/17 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.24067
2027/1/17 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0456
2027/1/17 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.89048
2027/1/17 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.77379
2027/1/17 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6941
2027/1/17 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.65
2027/1/17 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.64017
2027/1/17 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.66331
2027/1/17 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.71819
2027/1/17 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.80363
2027/1/17 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.91849
2027/1/17 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06168
2027/1/17 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.23214
2027/1/17 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.42886
2027/1/17 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.65087
2027/1/17 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.89725
2027/1/17 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.16708
2027/1/17 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.45952
2027/1/18 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.77374
2027/1/18 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.10893
2027/1/18 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.46433
2027/1/18 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.83922
2027/1/18 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.23287
2027/1/18 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.64462
2027/1/18 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.07381
2027/1/18 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.51981
2027/1/18 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.98202
2027/1/18 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.45985
2027/1/18 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95275
2027/1/18 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.46019
2027/1/18 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98164
2027/1/18 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.51661
2027/1/18 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.06463
2027/1/18 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.62523
2027/1/18 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.19797
2027/1/18 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.78243
2027/1/18 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3782
2027/1/18 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.98488
2027/1/18 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.60211
2027/1/18 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.22951
2027/1/18 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.86673
2027/1/18 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51344
2027/1/19 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.16932
2027/1/19 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.83405
2027/1/19 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.50734
2027/1/19 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.18889
2027/1/19 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.87842
2027/1/19 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.57568
2027/1/19 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.28039
2027/1/19 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99233
2027/1/19 8:00,0,0,2.612485,0,0,0,0,0,0,0,0,0,0.783746,0,17.71124
2027/1/19 9:00,0,0,0,0,0,1.600002,0,0,0,0,0,0,0,0,17.43689
2027/1/19 10:00,0,0.866528,0,0,0,0,0,0,0,0,0,1.08316,1.372003,1.877477,17.16907
2027/1/19 11:00,0,0,0,0,0,0,0,1.792455,0,0,0,0,0,0,16.90757
2027/1/19 12:00,0.228702,0.114351,0.152468,0,0,0.114351,0,0.114351,0,0,0,0,0,0.114351,16.65217
2027/1/19 13:00,0.822852,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40268
2027/1/19 14:00,0,3.597052,0,0,0,0,0,0,0,0,0,0,0,0.648237,16.15892
2027/1/19 15:00,1.862939,0,0,0,0,0,0,0,1.241959,0,1.397204,0,0,0,15.92069
2027/1/19 16:00,0,0,0.120545,0,0,0,0,0,0,0,0,0,0,2.049269,15.68783
2027/1/19 17:00,0.213621,0,0.154327,0,0,0.421121,0,0,0.154327,0,0,0,0,0,15.46015
2027/1/19 18:00,0,0,0,0.229095,0,0,0,0,0,0,0,0.257732,0.068729,0,15.23751
2027/1/19 19:00,1.258333,3.733333,0,0.116667,0.566667,0,0,0,0,0,0,0.033333,0,0,15.01974
2027/1/19 20:00,0,0.177778,0,0,0,0.20928,0.205556,0,0,0.058333,0.5,0,0.075,0.238889,15.55925
2027/1/19 21:00,0,0,0,0.408806,0,0,0,0,0,0,0,0,0,0,15.83929
2027/1/19 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84617
2027/1/19 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.04535
2027/1/20 0:00,0,0,0.216667,0,0,0,0,0.133333,0.1,0,0,0,0,0,17.11096
2027/1/20 1:00,2.12964,0,0.261841,0,0,0,0,0,0,0,0,0,1.885255,0,17.25067
2027/1/20 2:00,0,11.63792,0,0,0,0,0,0,10.81494,0,0,0,0,0,18.81889
2027/1/20 3:00,0,0,0,0,0,0,0,0,0,0,0,3.799998,5.200002,0,21.70396
2027/1/20 4:00,0,0,0.799998,0,0,0,0,0,0,0,0,0,0,0,21.39162
2027/1/20 5:00,2.343631,0,0,0,0,0,25.31122,0,0,0,0,3.74981,0,0,21.72585
2027/1/20 6:00,0,0,19.37512,0,13.32495,0,12.71927,0,0,0,0,0,0,0,21.85166
2027/1/20 7:00,0,0,0,0,5.52,0,0,0,0,0,0,0,0,0,25.86842
2027/1/20 8:00,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,26.41464
2027/1/20 9:00,0,4.415212,0,0,0,0,0,0,0,0,0,0,7.012477,0,26.51966
2027/1/20 10:00,0,0,0,0,0,0,0,0,0,0,3.799998,0,0,0,25.97837
2027/1/20 11:00,0,0,0,0,13.45342,0,0,0,0.295032,0,0,0,0,0,25.46704
2027/1/20 12:00,2.814514,0.79282,1.039066,2.140617,0,0.475693,0,0.475693,0.475693,0.951385,0.475693,0.475693,0.713539,0.475693,25.30915
2027/1/20 13:00,0,0,0,0,1.264426,0,1.966885,0,0,0,0,0,0,0,27.9837
2027/1/20 14:00,0,0,0,0,0.033333,0,0.033333,0.566667,1.366667,0,0,0,0.066667,0,57.71011
2027/1/20 15:00,0,0,0,0,0,0.414849,0,0,0,0.224564,0,0,0,0,69.31444
2027/1/20 16:00,0.056235,0,0,0.964032,0,0,0,0,0,0,0,0,0,0,68.64339
2027/1/20 17:00,2.38994,0,0,0,0,0,0,0,0,0,0,0,0,0,150.3564
2027/1/20 18:00,0.8,1.133333,2.166667,1.105126,0,0,0.966667,0.122222,0.15,0.466667,0.283333,0.25,0,0.166667,255.5845
2027/1/20 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.6832
2027/1/20 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.8848
2027/1/20 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.7731
2027/1/20 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.6207
2027/1/20 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8572
2027/1/21 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.5077
2027/1/21 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.715
2027/1/21 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.1186
2027/1/21 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.3416
2027/1/21 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.5088
2027/1/21 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.5654
2027/1/21 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.0425
2027/1/21 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.1939
2027/1/21 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.7011
2027/1/21 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.5486
2027/1/21 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.7219
2027/1/21 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.207
2027/1/21 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.9908
2027/1/21 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0604
2027/1/21 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.4039
2027/1/21 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0095
2027/1/21 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.8662
2027/1/21 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.9636
2027/1/21 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.2914
2027/1/21 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.84
2027/1/21 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.6002
2027/1/21 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.5632
2027/1/21 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.7206
2027/1/21 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0642
2027/1/22 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.5865
2027/1/22 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.2799
2027/1/22 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1375
2027/1/22 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.1526
2027/1/22 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3186
2027/1/22 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.6294
2027/1/22 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.079
2027/1/22 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6619
2027/1/22 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.3726
2027/1/22 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.206
2027/1/22 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.15697
2027/1/22 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.22089
2027/1/22 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.39318
2027/1/22 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.66948
2027/1/22 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.04563
2027/1/22 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.51762
2027/1/22 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.08162
2027/1/22 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.73398
2027/1/22 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.47117
2027/1/22 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.28982
2027/1/22 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.18672
2027/1/22 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.15877
2027/1/22 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.20299
2027/1/22 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.31657
2027/1/23 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.49675
2027/1/23 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.74095
2027/1/23 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.04665
2027/1/23 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.41145
2027/1/23 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.83306
2027/1/23 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.30925
2027/1/23 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.83792
2027/1/23 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.41704
2027/1/23 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.04464
2027/1/23 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.71888
2027/1/23 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.43795
2027/1/23 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.20013
2027/1/23 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.00377
2027/1/23 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.84729
2027/1/23 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.72917
2027/1/23 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.64794
2027/1/23 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.60222
2027/1/23 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.59064
2027/1/23 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.61193
2027/1/23 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.66485
2027/1/23 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7482
2027/1/23 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.86084
2027/1/23 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.00169
2027/1/23 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.16967
2027/1/24 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36379
2027/1/24 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.58308
2027/1/24 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.82659
2027/1/24 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.09344
2027/1/24 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.38277
2027/1/24 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.69374
2027/1/24 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.02557
2027/1/24 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.37749
2027/1/24 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.74878
2027/1/24 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.13871
2027/1/24 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.54663
2027/1/24 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.97188
2027/1/24 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.41383
2027/1/24 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.87189
2027/1/24 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.34548
2027/1/24 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.83404
2027/1/24 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.33704
2027/1/24 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85397
2027/1/24 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38433
2027/1/24 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.92765
2027/1/24 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.48348
2027/1/24 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05138
2027/1/24 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.63093
2027/1/24 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.22172
2027/1/25 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.82336
2027/1/25 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.43549
2027/1/25 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.05773
2027/1/25 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.68974
2027/1/25 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33119
2027/1/25 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.98177
2027/1/25 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64115
2027/1/25 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.30904
2027/1/25 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98517
2027/1/25 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.66924
2027/1/25 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36101
2027/1/25 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.06021
2027/1/25 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7666
2027/1/25 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.47994
2027/1/25 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.20002
2027/1/25 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9266
2027/1/25 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65947
2027/1/25 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39845
2027/1/25 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14332
2027/1/25 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.89391
2027/1/25 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65003
2027/1/25 21:00,0,0,0.660972,0,0,0,0,0,0,0,0,0,0,0,16.41151
2027/1/25 22:00,0,0,0,0,0.133333,0,0,0,0,0,0.033333,0,0.066667,0,16.17818
2027/1/25 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94988
2027/1/26 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72645
2027/1/26 1:00,0,0,0,1.156702,0,0,0,0,0,0,0,0,0,0,15.50775
2027/1/26 2:00,0,0,0,0,0.289175,0,0,0,0,0,0,0,0,0,15.29362
2027/1/26 3:00,0.544758,0.435806,0.326855,1.670589,0,0,0,0.326855,0,0,0,0,0,0,15.08394
2027/1/26 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87856
2027/1/26 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67735
2027/1/26 6:00,0,0,0,0.1,0.5,0,0,0,0,0.088889,0,0,0,0,14.4802
2027/1/26 7:00,0,0,0,0,0,0,0,0,0,0,0,0,3.254487,0,14.28698
2027/1/26 8:00,0,0,0,0,0,0,0,0,0,0,0,4.399998,0,0,14.09758
2027/1/26 9:00,0.464538,0.600131,0.064,0,0,0,0,2.976005,0,0,0,0,2.304004,0,14.0118
2027/1/26 10:00,0,0,0,0,0,0,0,4.308065,0,0,2.067871,1.148817,0,2.106165,13.86137
2027/1/26 11:00,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,13.68074
2027/1/26 12:00,0,1.033678,1.127649,3.020523,0.469853,0.751765,1.127649,0,0,0,0.563824,0,0.963824,0,13.50454
2027/1/26 13:00,0,0,0,0,0,0,0,0,4.76451,0,0,0,0,0,13.76161
2027/1/26 14:00,0,0.283333,0,0,0.2,0,0,0,0,0,0,0,0,0,13.65637
2027/1/26 15:00,0.15,0.08,0,0,0.1,0,0,0,0,0,0,0,0,0,15.12115
2027/1/26 16:00,0.266667,0,0,0.161111,0,0,0,0,0,0,0,0,0,0,14.89746
2027/1/26 17:00,0,0,2.200002,0,0,0,0,0,0,0,0,0,0,0,14.68589
2027/1/26 18:00,1.2,1.8,0,0,4.050597,2.1,0,0,0,0,0,0,0,0,14.80484
2027/1/26 19:00,0,15.64216,0,0,0,0,0,0,9.109019,2.098338,0,0,0,2.189207,15.93802
2027/1/26 20:00,0.069333,0.215702,2.495982,0.184888,0.154073,0.523848,0,10.10885,0.092444,6.990008,3.327976,1.848876,0.184888,2.681664,18.30538
2027/1/26 21:00,0,0,0,0,12.52303,0.800082,0,0,0,0,1.217517,0.782689,0,1.217517,21.56504
2027/1/26 22:00,6,0,0,0,0,0,0,0,0,0,4.8,7.44,0,0,25.92056
2027/1/26 23:00,8.599998,0,0,1.2,0,0,0,0,0,0,0,0,0,0,27.36446
2027/1/27 0:00,1.2,0,0,0,0,4.5,0,0,0,0,0,0,0,0,41.17413
2027/1/27 1:00,0.562369,0.843556,1.968298,5.483113,0,0,0,0,0,0,0,0,2.530667,0,48.20705
2027/1/27 2:00,0,0,5.800002,0,0,0,0,0,0,0,0,0,0,0,47.4476
2027/1/27 3:00,0.566495,0.755327,0.440608,1.625381,2.643645,0,0,0.881215,0,0,0,0,0,0,46.51086
2027/1/27 4:00,0,0.8,0.033333,0.116667,0,0,0.073333,0.233333,0,0.033333,0,0.65444,0,1.033333,45.87194
2027/1/27 5:00,0,0,0,0,0,0,0,0,0,0.077778,0,0,0,0,47.50452
2027/1/27 6:00,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,57.54797
2027/1/27 7:00,0,0,0,0,2.033333,0,0,0.866667,0,0.566667,0,0,0,0,101.4518
2027/1/27 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.2616
2027/1/27 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.6285
2027/1/27 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.5184
2027/1/27 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.9971
2027/1/27 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.5483
2027/1/27 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0409
2027/1/27 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.7761
2027/1/27 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.0297
2027/1/27 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.8515
2027/1/27 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.0217
2027/1/27 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.8235
2027/1/27 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.2368
2027/1/27 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0833
2027/1/27 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.218
2027/1/27 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.6286
2027/1/27 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.303
2027/1/28 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2299
2027/1/28 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.3983
2027/1/28 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.798
2027/1/28 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.419
2027/1/28 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.2519
2027/1/28 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.2876
2027/1/28 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.5176
2027/1/28 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.9337
2027/1/28 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.5279
2027/1/28 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2928
